c1,c2
3.123552703857421875e+01,-1.593442344665527344e+01
4.288874816894531250e+01,-1.652507019042968750e+01
3.465639495849609375e+01,-1.182145118713378906e+01
-2.679575920104980469e+01,2.420120811462402344e+01
3.217175674438476562e+01,-1.441773033142089844e+01
1.872128868103027344e+01,2.497542858123779297e+00
2.607825279235839844e+01,-6.464250564575195312e+00
3.477345275878906250e+01,-8.021171569824218750e+00
3.406906127929687500e+01,-9.861805915832519531e+00
3.194045257568359375e+01,-1.554130458831787109e+01
-3.967440414428710938e+01,1.755266761779785156e+01
3.053289794921875000e+01,-1.036079597473144531e+01
3.421445465087890625e+01,-9.678812980651855469e+00
2.086823081970214844e+01,9.250743389129638672e-01
3.865515518188476562e+01,-1.175973701477050781e+01
3.604288101196289062e+01,-6.605068683624267578e+00
2.884217071533203125e+01,-2.567328453063964844e+01
-2.708834075927734375e+01,2.989673233032226562e+01
4.131046295166015625e+01,-2.172253608703613281e+01
4.844330978393554688e+01,-3.390171766281127930e+00
-2.662198257446289062e+01,2.338682937622070312e+01
1.537362098693847656e+01,3.375562286376953125e+01
4.145746231079101562e+01,1.011980152130126953e+01
-2.494759178161621094e+01,2.992858314514160156e+01
2.969309616088867188e+01,-1.688902854919433594e+01
-3.660732269287109375e+01,2.234086418151855469e+01
1.623781967163085938e+01,1.002815723419189453e+01
-3.848583602905273438e+01,2.326981353759765625e+01
3.562389755249023438e+01,-1.179700183868408203e+01
2.119699478149414062e+01,2.568398952484130859e+00
1.021136569976806641e+01,-4.594995880126953125e+01
2.608421325683593750e+01,-6.449428558349609375e+00
5.157874679565429688e+01,-2.458309936523437500e+01
3.286428451538085938e+01,-9.890267372131347656e+00
3.487420654296875000e+01,-1.109663772583007812e+01
1.764471054077148438e+01,1.100027656555175781e+01
1.405632972717285156e+01,8.479254722595214844e+00
5.158790206909179688e+01,-2.455266189575195312e+01
-2.574770927429199219e+01,-5.814641475677490234e+00
-2.735827064514160156e+01,2.676131439208984375e+01
2.925668907165527344e+01,-1.224711227416992188e+01
-1.825396919250488281e+01,1.376554369926452637e-01
3.170603179931640625e+01,-8.744319915771484375e+00
-3.462761306762695312e+01,2.539604568481445312e+01
-3.639374923706054688e+01,2.583376502990722656e+01
3.458905792236328125e+01,-8.224249839782714844e+00
3.206788253784179688e+01,-1.560618305206298828e+01
-2.389209556579589844e+01,2.685453224182128906e+01
3.520246505737304688e+01,-1.292538833618164062e+01
-3.905293655395507812e+01,2.333591842651367188e+01
1.862803077697753906e+01,2.083887338638305664e+00
3.426564025878906250e+01,-7.931261062622070312e+00
8.047086715698242188e+00,-2.404411888122558594e+01
-3.367365264892578125e+01,2.664435005187988281e+01
-3.470289993286132812e+01,2.479681396484375000e+01
3.242026519775390625e+01,-8.879113197326660156e+00
5.062487792968750000e+01,1.912330746650695801e+00
2.385514640808105469e+01,1.554034519195556641e+01
1.886933135986328125e+01,1.368250131607055664e+00
2.547531700134277344e+01,-1.159953498840332031e+01
3.320734024047851562e+01,-1.008501911163330078e+01
1.946601295471191406e+01,5.310797691345214844e-01
-1.872775077819824219e+01,-1.139574337005615234e+01
5.393358612060546875e+01,-5.746261596679687500e+00
1.856693840026855469e+01,1.972549557685852051e+00
